127.0.0.1 - - [06/Feb/2023:10:34:52 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:36:18 +0530] "POST /ContactBook/UserServlet?action=saveUser&id=2 HTTP/1.1" 200 6046
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:36:18 +0530] "GET /ContactBook/bg.jpg HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:36:20 +0530] "GET /ContactBook/addContact.jsp HTTP/1.1" 200 3120
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:36:26 +0530] "GET /ContactBook/ContactServlet?action=viewContact HTTP/1.1" 200 7979
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:36:26 +0530] "GET /ContactBook/imgtry/viewContact.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:36:31 +0530] "GET /ContactBook/dashboard.jsp HTTP/1.1" 200 3119
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:36:32 +0530] "GET /ContactBook/UserServlet?action=logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:36:32 +0530] "GET /ContactBook/login.jsp HTTP/1.1" 200 3560
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:36:34 +0530] "GET /ContactBook/index.jsp HTTP/1.1" 200 1166
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:56:48 +0530] "GET /ContactBook/profile.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:56:48 +0530] "GET /ContactBook/login.jsp HTTP/1.1" 200 3560
0:0:0:0:0:0:0:1 - - [06/Feb/2023:10:56:49 +0530] "GET /favicon.ico HTTP/1.1" 404 762
